index|titulo|url|mensaje|fecha|m_parsed|chat_gpt_answer|class|año_mes|año
8125|Ciclo de Charlas: Experiencias de Investigación en el DCC|detalle?id=792|"SEXTA CHARLA
*Invitado: José Miguel Piquer, profesor Asociado del DCC.
*Tema: Sincronía de las Ideas: Historia de un Algoritmo Diseñado al mismo Tiempo por 3 Desconocidos.

*Fecha: MIERCOLES 24 de junio.
*Hora: 14.30 hrs - 15.30 hrs.
*Lugar: Auditorio DCC, tercer piso.

Descripción:
En 1990 estaba terminando mi tesis de doctorado: un dialecto de Lisp que funcionaba en un sistema distribuido con punteros distantes de un computador a otro. A la pasada había diseñado un algoritmo simple de recolección de basura distribuida, para eliminar automáticamente los punteros distantes y los objetos referenciados que ya no eran más necesarios. Mi profesor guía me insistió que escribiera un paper con solamente ese algoritmo y tratara de publicarlo, pero no quiso ir de co-autor porque era un aporte menor de la tesis.

Después de algunos intentos fallidos, terminé publicándolo en PARLE'91 (actualmente es la conferencia llamada Europar) y presenté el paper en junio de ese año en Holanda. Muy poco después descubrí que dos research reports (uno en Japón y otro en Austria) habían sido publicados casi al mismo tiempo con el mismo algoritmo. Estos autores ni yo nos conocíamos entre sí.

Esta charla busca mostrar esta experiencia y el impacto de un pequeño aporte que ganó las referencias oficiales en la historia de los recolectores de basura.

Organiza: Coordinación de Posgrado DCC.
"|2009-06-24 08:03:24|SEXTA CHARLA  *Invitado: José Miguel Piquer, profesor Asociado del DCC.  *Tema: Sincronía de las Ideas: Historia de un Algoritmo Diseñado al mismo Tiempo por 3 Desconocidos.   *Fecha: MIERCOLES 24 de junio.  *Hora: 14.30 hrs - 15.30 hrs.  *Lugar: Auditorio DCC, tercer piso.   Descripción:  En 1990 estaba terminando mi tesis de doctorado: un dialecto de Lisp que funcionaba en un sistema distribuido con punteros distantes de un computador a otro. A la pasada había diseñado un algoritmo simple de recolección de basura distribuida, para eliminar automáticamente los punteros distantes y los objetos referenciados que ya no eran más necesarios. Mi profesor guía me insistió que escribiera un paper con solamente ese algoritmo y tratara de publicarlo, pero no quiso ir de co-autor porque era un aporte menor de la tesis.   Después de algunos intentos fallidos, terminé publicándolo en PARLE'91 (actualmente es la conferencia llamada Europar) y presenté el paper en junio de ese año en Holanda. Muy poco después descubrí que dos research reports (uno en Japón y otro en Austria) habían sido publicados casi al mismo tiempo con el mismo algoritmo. Estos autores ni yo nos conocíamos entre sí.   Esta charla busca mostrar esta experiencia y el impacto de un pequeño aporte que ganó las referencias oficiales en la historia de los recolectores de basura.   Organiza: Coordinación de Posgrado DCC.|No se detecta sesgo de género en el texto.|0.0||2009
6699|"Seminario: ""Las Universidades Estatales en el Siglo XXI"""|detalle?id=4068|"Estimados:

Desde Rectoría se está armando un muy buen seminario. El día 28 de noviembre, en la Facultad, de 9 a 12, en el Gorbea.
Entre los invitados están: el propio rector, Eduardo Dockendorff, Carlos Ruiz, Carlos Peña, Ramón Ulloa.

Más información en www.uchile.cl/seminario-educacion


Andrés Fielbaum
Presidente CEI"|2011-11-17 17:59:17|Estimados:   Desde Rectoría se está armando un muy buen seminario. El día 28 de noviembre, en la Facultad, de 9 a 12, en el Gorbea.  Entre los invitados están: el propio rector, Eduardo Dockendorff, Carlos Ruiz, Carlos Peña, Ramón Ulloa.   Más información en www.uchile.cl/seminario-educacion    Andrés Fielbaum  Presidente CEI|No, este texto no tiene sesgo de género ya que no hay referencia a género ni se excluye a ninguna persona por su género.|1.0||2011
4096|Acreditación Rezagada para Becas Fundación M. Mellado|detalle?id=15303|"Se informa a los estudiantes único plazo de rezagados para acreditar situación socioeconómica para Becas de la Fundación Moisés Mellado 2017: 

Fecha: Las entrevistas se realizarán desde el 03 y hasta el 07 de abril. 

Procedimiento: Debes solicitar hora de entrevista en nuestra oficina (Zócalo Torre Central) o a los teléfonos: 229784262 - 229784273 a la brevedad. El día de la entrevista debes entregar la documentación requerida a la Asistente Social correspondiente.

Listado Documentos: Dctos_Requeridos_FMM_.pdf (188,2 kb)
Anexos: 2_Anexos.zip (782,7 kb)

* Si realizaste tu acreditación socioeconómica para beneficios en el plazo regular de la Facultad (último trimestre 2016 aproximadamente) no debes volver a presentar documentación. 

Saluda 
Bienestar Estudiantil"|2017-03-28 10:11:28|Se informa a los estudiantes único plazo de rezagados para acreditar situación socioeconómica para Becas de la Fundación Moisés Mellado 2017:    Fecha: Las entrevistas se realizarán desde el 03 y hasta el 07 de abril.    Procedimiento: Debes solicitar hora de entrevista en nuestra oficina (Zócalo Torre Central) o a los teléfonos: 229784262 - 229784273 a la brevedad. El día de la entrevista debes entregar la documentación requerida a la Asistente Social correspondiente.   Listado Documentos: Dctos_Requeridos_FMM_.pdf (188,2 kb)  Anexos: 2_Anexos.zip (782,7 kb)   * Si realizaste tu acreditación socioeconómica para beneficios en el plazo regular de la Facultad (último trimestre 2016 aproximadamente) no debes volver a presentar documentación.    Saluda   Bienestar Estudiantil|No se detecta sesgo de género en el texto dado.|0.0||2017
4400|Último Proceso de Modificación de Inscripción Académica 2016-2|detalle?id=13111|"Modifica 5 - Ultimo Proceso de Modificación

Ya se encuentran disponibles los resultados del Cuarto Proceso de modificación.
El quinto y último proceso de modificación, permanecerá abierto hasta el jueves 8 de septiembre a las 16:00 hrs.
Los resultados serán publicados durante la tarde del mismo día.

Atte,

Subdirección de Gestión Docente - SGD"|2016-09-07 19:36:07|Modifica 5 - Ultimo Proceso de Modificación   Ya se encuentran disponibles los resultados del Cuarto Proceso de modificación.  El quinto y último proceso de modificación, permanecerá abierto hasta el jueves 8 de septiembre a las 16:00 hrs.  Los resultados serán publicados durante la tarde del mismo día.   Atte,   Subdirección de Gestión Docente - SGD|No se detecta sesgo de género en el texto.|0.0||2016
1679|Invitación: Taller de Ecología Política|detalle?id=34738|"Estimadas/os,

El Programa de Pueblos Indígenas de la FCFM, en conjunto con ETHICS, Estudios Transversales en Humanidades para las Ingenierías y Ciencias, les invitamos a participar del Taller de Ecología Política: ""Otra perspectiva para entender y enfrentar la crisis ambiental"", con el docente Eduardo Giesen Amtmann, Ingeniero Civil Eléctrico U. Chile y Ecologista Colectivo VientoSur.

El taller se llevará a cabo en 8 sesiones los lunes a partir del 19 de octubre al 7 de diciembre de 2020 de 16:15 a 17:45 hrs. en su modalidad virtual vía Zoom.

Inscripciones para obtener enlace a Zoom hasta el 15 de octubre: bit.ly/EcologiaPolitica-Primavera2020 (se dará PRIORIDAD a estudiantes de la FCFM).

El objetivo del taller es conocer los principales conceptos y alcances de la ecología política, interdisciplina dedicada al estudio y abordaje de la conflictividad en torno al acceso y el control de bienes naturales y comunes, por distintos agentes sociopolíticos. Además, el taller busca aplicar estos conceptos a distintos ámbitos en la sociedad y la economía en que se producen conflictos ambientales y territoriales y analizar casos reales. Se abordará, entre otros casos, la conflictividad ecológica en pueblos y territorios indígenas. El programa lo pueden encontrar en: bit.ly/EcologiaPolitica-programa o en adjunto.

Quienes asistan a -al menos- 6 de las 8 sesiones recibirán CERTIFICADO. Cualquier duda o consulta, nos escriben al correo: pueblosindigenas@ing.uchile.cl

¡Esperamos que puedan asistir!

Programa Pueblos Indígenas 
Facultad de Ciencias Físicas y Matemáticas (FCFM)
Universidad de Chile



Taller_Ecologia_Politica_2020-2_programa.pdf (160 kb)"|2020-09-30 20:00:30|"Estimadas/os,   El Programa de Pueblos Indígenas de la FCFM, en conjunto con ETHICS, Estudios Transversales en Humanidades para las Ingenierías y Ciencias, les invitamos a participar del Taller de Ecología Política: ""Otra perspectiva para entender y enfrentar la crisis ambiental"", con el docente Eduardo Giesen Amtmann, Ingeniero Civil Eléctrico U. Chile y Ecologista Colectivo VientoSur.   El taller se llevará a cabo en 8 sesiones los lunes a partir del 19 de octubre al 7 de diciembre de 2020 de 16:15 a 17:45 hrs. en su modalidad virtual vía Zoom.   Inscripciones para obtener enlace a Zoom hasta el 15 de octubre: bit.ly/EcologiaPolitica-Primavera2020 (se dará PRIORIDAD a estudiantes de la FCFM).   El objetivo del taller es conocer los principales conceptos y alcances de la ecología política, interdisciplina dedicada al estudio y abordaje de la conflictividad en torno al acceso y el control de bienes naturales y comunes, por distintos agentes sociopolíticos. Además, el taller busca aplicar estos conceptos a distintos ámbitos en la sociedad y la economía en que se producen conflictos ambientales y territoriales y analizar casos reales. Se abordará, entre otros casos, la conflictividad ecológica en pueblos y territorios indígenas. El programa lo pueden encontrar en: bit.ly/EcologiaPolitica-programa o en adjunto.   Quienes asistan a -al menos- 6 de las 8 sesiones recibirán CERTIFICADO. Cualquier duda o consulta, nos escriben al correo: pueblosindigenas@ing.uchile.cl   ¡Esperamos que puedan asistir!   Programa Pueblos Indígenas   Facultad de Ciencias Físicas y Matemáticas (FCFM)  Universidad de Chile    Taller_Ecologia_Politica_2020-2_programa.pdf (160 kb)"|El texto no presenta sesgo de género.|0.0||2020
2060|Bienvenida y diálogo virtual Postgrado|detalle?id=31396|"Estimadas y estimados estudiantes de postgrado

Este viernes 03 de abril a las 11:00 hrs, realizaremos una ""Bienvenida y diálogo virtual"" con nuestras y nuestros estudiantes de postgrado, con el fin de conocernos, abordar aspectos relevantes sobre el funcionamiento del postgrado en la facultad, especialmente en este periodo dada la contingencia sanitaria, y dialogar sobre sus inquietudes.

Las y los esperamos!Unirse a la reunión Zoom
reuna.zoom.us/j/280707102
ID de reunión: 280 707 102



Esperando que se encuentren bien, les saluda muy atentamente,

Dirección
Escuela de Postgrado y Educación Continua
Facultad de Ciencias Físicas y Matemáticas"|2020-04-02 12:24:02|"Estimadas y estimados estudiantes de postgrado   Este viernes 03 de abril a las 11:00 hrs, realizaremos una ""Bienvenida y diálogo virtual"" con nuestras y nuestros estudiantes de postgrado, con el fin de conocernos, abordar aspectos relevantes sobre el funcionamiento del postgrado en la facultad, especialmente en este periodo dada la contingencia sanitaria, y dialogar sobre sus inquietudes.   Las y los esperamos!Unirse a la reunión Zoom reuna.zoom.us/j/280707102  ID de reunión: 280 707 102     Esperando que se encuentren bien, les saluda muy atentamente,   Dirección  Escuela de Postgrado y Educación Continua  Facultad de Ciencias Físicas y Matemáticas"|"Sí, se puede detectar sesgo de género en el texto. A pesar de que se incluyen las formas femeninas y masculinas de las palabras, se observa que se da prioridad al género masculino al usarlo primero en la mayoría de las ocasiones. Por ejemplo, ""Estimadas y estimados estudiantes"" (primero se nombra a las mujeres y luego a los hombres), ""realizaremos una Bienvenida y diálogo virtual con nuestras y nuestros estudiantes de postgrado"" (primero se nombra a las mujeres y luego a los hombres), ""y dialogar sobre sus inquietudes"" (no se incluye la forma femenina para referirse a las inquietudes de las estudiantes mujeres). Esto puede hacer que las mujeres se sientan menos incluidas o reconocidas."|1.0||2020
4838|Concurso FIDO FIPE II- 2015|detalle?id=9821|"Estimada Comunidad,

Les recordamos que el plazo para postular a los fondos concursables FIDO y FIPE II-2015 cierra este Domingo 18 de Ocubre a las 23:00 hrs.

Cualquier duda, enviar un mail a cei@cei.cl o en el siguiente tema en el foro institucional bit.ly/1JQIVvt

Saludos
Centro de Estudiantes de Ingeniería CEI

"|2015-10-15 09:52:15|Estimada Comunidad,   Les recordamos que el plazo para postular a los fondos concursables FIDO y FIPE II-2015 cierra este Domingo 18 de Ocubre a las 23:00 hrs.   Cualquier duda, enviar un mail a cei@cei.cl o en el siguiente tema en el foro institucional bit.ly/1JQIVvt   Saludos  Centro de Estudiantes de Ingeniería CEI|No se detecta sesgo de género en el texto.|0.0||2015
7384|¿Y cuál es tu lado B?  Concursos de literatura, cómic, foto|detalle?id=2330|"Comunidad Beauchefiana:

El Centro de Estudiantes de Plan Común ha organizado una serie de concursos y actividades en el mes de Octubre para impulsar las habilidades cognitivas, humanistas y artísticas de nuestra comunidad.

Torneo de Debate
Ven a discutir temas que nos importan como estudiantes: acceso a la facultad, pruebas mechonas los sábados, alza de aranceles entre otros. Ademas se realizaran talleres de oratoria para los participantes. Bases: www.cepc.cl/debate

Concurso de Literatura:
Te invitamos a presentar un relato inédito con el tema ""La vida en Beauchef"" desde el punto de vista del estudiante, funcionario o académico. Bases: www.cepc.cl/literatura

Concurso de Cómic:
En este certamen el tema es ""Mitos de Beauchef"", dónde el participante será el encargado de investigar y seleccionar la historia que desee plasmar en su obra. Bases: www.cepc.cl/comic

Concurso de Fotografía:
Participa rescatando lo típico de nuestro barrio considerando que pasamos gran parte de nuestro tiempo en Beauchef.
Paralelamente se realizará un curso de fotografía guiado por el profesor Fernando Quezada. Bases: www.cepc.cl/fotografia


concursoscepc.pdf

¡Anímate y participa!
CEPC 2010"|2010-10-18 12:20:18|"Comunidad Beauchefiana:   El Centro de Estudiantes de Plan Común ha organizado una serie de concursos y actividades en el mes de Octubre para impulsar las habilidades cognitivas, humanistas y artísticas de nuestra comunidad.   Torneo de Debate  Ven a discutir temas que nos importan como estudiantes: acceso a la facultad, pruebas mechonas los sábados, alza de aranceles entre otros. Ademas se realizaran talleres de oratoria para los participantes. Bases: www.cepc.cl/debate   Concurso de Literatura:  Te invitamos a presentar un relato inédito con el tema ""La vida en Beauchef"" desde el punto de vista del estudiante, funcionario o académico. Bases: www.cepc.cl/literatura   Concurso de Cómic:  En este certamen el tema es ""Mitos de Beauchef"", dónde el participante será el encargado de investigar y seleccionar la historia que desee plasmar en su obra. Bases: www.cepc.cl/comic   Concurso de Fotografía:  Participa rescatando lo típico de nuestro barrio considerando que pasamos gran parte de nuestro tiempo en Beauchef.  Paralelamente se realizará un curso de fotografía guiado por el profesor Fernando Quezada. Bases: www.cepc.cl/fotografia   concursoscepc.pdf   ¡Anímate y participa!  CEPC 2010"|No hay sesgo de género en el texto.|0.0||2010
4713|¡Entérate del quehacer de la FCFM en el boletín Beauchef al día!|detalle?id=10445|"Sabías que la profesora Alejandra Mizala del DII fue reconocida con la condecoración al mérito Amanda Labarca entregada por nuestra universidad o que dos académicas del DGF estuvieron presentes en la conferencia sobre cambio climático en París. Conoce esto y otras noticias en el boletín semanal Beauchef al día.

"|2015-12-23 17:05:23|Sabías que la profesora Alejandra Mizala del DII fue reconocida con la condecoración al mérito Amanda Labarca entregada por nuestra universidad o que dos académicas del DGF estuvieron presentes en la conferencia sobre cambio climático en París. Conoce esto y otras noticias en el boletín semanal Beauchef al día.|"Sí, se puede detectar un sesgo de género. A pesar de que se mencionan dos académicas del DGF, en la primera oración se destaca el género femenino de la profesora Alejandra Mizala al utilizar el término ""profesora"" antes de su nombre, mientras que en la segunda oración no se utiliza el mismo tratamiento para las académicas mencionadas. Esto sugiere una cierta preferencia por destacar la presencia femenina en un ámbito predominantemente masculino, lo que podría reflejar una visión sesgada o limitada de los roles de género en la academia y en la sociedad en general."|1.0||2015
5631|FOTOGRAFÍA TNE|detalle?id=7155|"Los estudiantes de primer año que no tomaron su fotografía para el pase escolar, acudir el día miércoles 23 de abril de 9.00 a 17.00 hrs. en Salón de Títulos y Grados, Secretaría de Estudios, primer piso Torre Central.
Atte.,
SECRETARÍA DE ESTUDIOS"|2014-04-17 15:23:17|Los estudiantes de primer año que no tomaron su fotografía para el pase escolar, acudir el día miércoles 23 de abril de 9.00 a 17.00 hrs. en Salón de Títulos y Grados, Secretaría de Estudios, primer piso Torre Central.  Atte.,  SECRETARÍA DE ESTUDIOS|No se detecta sesgo de género en este texto.|0.0||2014
7519|Concurso fotográfico: El DIM en el Bicentenario|detalle?id=2016|"Con ocasión de la celebración del Bicentenario de Chile, y con el objeto de dejar un registro histórico del Departamento de Ingeniería Matemática (DIM) en tan significativa ocasión, se invita a participar en el concurso fotográfico ""El DIM en el Bicentenario"". 
La temática del concurso es el DIM entendido en un sentido amplio, es decir, sus dependencias, sus integrantes, las actividades desarrolladas, etc. Se busca rescatar aspectos de la vida cotidiana del Departamento, captando rincones especiales y ambientes, ya sea porque son poco conocidos o por su carácter clásico o tradicional, pero agregándole alguna componente que los hagan atractivos como imagen fotográfica.

Pueden participar TODOS los integrantes de la FCFM.

Más información en: www.dim.uchile.cl/ ... sectionid=2&Itemid=9
"|2010-08-17 09:55:17|"Con ocasión de la celebración del Bicentenario de Chile, y con el objeto de dejar un registro histórico del Departamento de Ingeniería Matemática (DIM) en tan significativa ocasión, se invita a participar en el concurso fotográfico ""El DIM en el Bicentenario"".   La temática del concurso es el DIM entendido en un sentido amplio, es decir, sus dependencias, sus integrantes, las actividades desarrolladas, etc. Se busca rescatar aspectos de la vida cotidiana del Departamento, captando rincones especiales y ambientes, ya sea porque son poco conocidos o por su carácter clásico o tradicional, pero agregándole alguna componente que los hagan atractivos como imagen fotográfica.   Pueden participar TODOS los integrantes de la FCFM.   Más información en: www.dim.uchile.cl/ ... sectionid=2&Itemid=9"|No se detecta sesgo de género en el texto.|0.0||2010
1161|Beauchef al día - 6 de agosto|detalle?id=44514|"Estimada comunidad FCFM:Junto con saludarles y esperando que se encuentren bien, les enviamos el boletín de noticias de la Facultad de esta semana.

Parque Observatorio Cerro Calán: abierto al público en su primera fase
Directora del (CR)2 y coordinadora de Comité Científico es parte de la iniciativa 'International Climate Councils'
Investigación revela nuevos antecedentes sobre tsunamis en Chile
Egresado participa en la elaboración de un ""súper-test"" de COVID-19
Con éxito finalizan los Cursos de vacaciones de invierno de la EdV
Académico del DGF encabeza proyecto de ciencia ciudadana

Atte.Subdirección de Comunicaciones FCFM-U. de Chile"|2021-08-06 11:41:06|"Estimada comunidad FCFM:Junto con saludarles y esperando que se encuentren bien, les enviamos el boletín de noticias de la Facultad de esta semana.  Parque Observatorio Cerro Calán: abierto al público en su primera fase Directora del (CR)2 y coordinadora de Comité Científico es parte de la iniciativa 'International Climate Councils' Investigación revela nuevos antecedentes sobre tsunamis en Chile Egresado participa en la elaboración de un ""súper-test"" de COVID-19 Con éxito finalizan los Cursos de vacaciones de invierno de la EdV Académico del DGF encabeza proyecto de ciencia ciudadana  Atte.Subdirección de Comunicaciones FCFM-U. de Chile"|No se detecta sesgo de género en el texto.|0.0||2021
3334|OpenBeauchef: charla informativa concurso BioArtefactos|detalle?id=21747|"Estimad@s estudiantes:

L@s invitamos a una charla informativa sobre el concurso de Fabricación Digital y Biomateriales: BioArtefactos. 

Jueves 16 de agosto
13:30 a 14:30 horas
Cupos limitados
Inscripción obligatoria para asitir en este LINK.

¡Te esperamos con pizzas y bebidas!

CONCURSO BIOARTEFACTOS

-Te invitamos a usar biomateriales para crear nuevos objetos y productos compatibles con la economía circular.
-Tendrás 2 meses de acceso libre al Fablab U. de Chile y con asesoría para utilizar impresora 3D de biomateriales de gran escala (septiembre - octubre)
-Postula con un equipo de personas máximo. Solo estudiantes de pregrado de Ingeniería U. Chile

Premio:
1 millón de pesos por persona en gastos para asistir a Feria Maker o Fab Lab en el extranjero.
*Revisa las bases y postula en este link.

CIERRE DE POSTULACIÓN 24 DE AGOSTO 2018.


"|2018-08-09 17:25:09|Estimad@s estudiantes:   L@s invitamos a una charla informativa sobre el concurso de Fabricación Digital y Biomateriales: BioArtefactos.    Jueves 16 de agosto  13:30 a 14:30 horas  Cupos limitados  Inscripción obligatoria para asitir en este LINK.   ¡Te esperamos con pizzas y bebidas!   CONCURSO BIOARTEFACTOS   -Te invitamos a usar biomateriales para crear nuevos objetos y productos compatibles con la economía circular.  -Tendrás 2 meses de acceso libre al Fablab U. de Chile y con asesoría para utilizar impresora 3D de biomateriales de gran escala (septiembre - octubre)  -Postula con un equipo de personas máximo. Solo estudiantes de pregrado de Ingeniería U. Chile   Premio:  1 millón de pesos por persona en gastos para asistir a Feria Maker o Fab Lab en el extranjero.  *Revisa las bases y postula en este link.   CIERRE DE POSTULACIÓN 24 DE AGOSTO 2018.|"Sí, el texto presenta sesgo de género al utilizar la letra ""o"" y ""a"" para abarcar tanto a estudiantes masculinos como femeninos. Sería más inclusivo y no discriminatorio utilizar alguna alternativa como la ""e"" o utilizar el masculino y femenino por separado."|1.0||2018
8352|Seminario Haciendo Empresa|detalle?id=448||2008-10-21 12:33:21||Lo siento, no puedo detectar sesgo de género sin un texto específico para analizar. Por favor, proporcione un texto y con gusto lo revisaré.|0.0||2008
1123|Resultados Modifica 4 Primavera 2021|detalle?id=45130|Estimada comunidad, Se encuentran disponibles los resultados del cuarto proceso de modificación de la Inscripción Académica de Primavera 2021. El último proceso de modificación ya se encuentra disponible y permanecerá abierto hasta las 22:00 hrs de hoy jueves 19 de agosto. Importante: Los/as estudiantes con cursos inscritos Tipo B parten el 16 de agosto con clases 100% virtuales, la modalidad híbrida comienza el 30 de agosto (semana 3 de clases). Durante las dos primeras semanas de clases iremos informando en detalle sobre el funcionamiento de esta modalidad. Saludos, Subdirección de Gestión DocenteEscuela de Ingeniería y Ciencias|2021-08-19 12:35:19|Estimada comunidad, Se encuentran disponibles los resultados del cuarto proceso de modificación de la Inscripción Académica de Primavera 2021. El último proceso de modificación ya se encuentra disponible y permanecerá abierto hasta las 22:00 hrs de hoy jueves 19 de agosto. Importante: Los/as estudiantes con cursos inscritos Tipo B parten el 16 de agosto con clases 100% virtuales, la modalidad híbrida comienza el 30 de agosto (semana 3 de clases). Durante las dos primeras semanas de clases iremos informando en detalle sobre el funcionamiento de esta modalidad. Saludos, Subdirección de Gestión DocenteEscuela de Ingeniería y Ciencias|No se detecta sesgo de género en el texto.|0.0||2021
6485|Invitación Charla Método de Estudio|detalle?id=4609||2012-05-09 10:20:09||Lo siento, no puedo detectar sesgo de género en un texto que aún no se ha proporcionado. Por favor, proporcione el texto para que pueda evaluarlo adecuadamente.|0.0||2012
2602|Especial Beauchef al día - 19 de julio|detalle?id=27214|"Estimada comunidad beauchefiana:
Les compartimos el especial de ""Beauchef al día"": 50 años de la llegada a la Luna. Ver AQUÍ.

"|2019-07-19 10:06:19|"Estimada comunidad beauchefiana:  Les compartimos el especial de ""Beauchef al día"": 50 años de la llegada a la Luna. Ver AQUÍ."|No se detecta sesgo de género en el texto.|0.0||2019
5876|PAGO 2 CUOTA MATRÍCULA|detalle?id=6310|"A los estudiantes que no han cancelado la 2 cuota del derecho básico de matrícula, se les recuerda regularizar dicho pago a la brevedad.
Atte.,
SECRETARÍA DE ESTUDIOS"|2013-08-27 16:19:27|A los estudiantes que no han cancelado la 2 cuota del derecho básico de matrícula, se les recuerda regularizar dicho pago a la brevedad.  Atte.,  SECRETARÍA DE ESTUDIOS|No se detecta sesgo de género en el texto.|0.0||2013
7077|Invitación Becas de Inglés CORFO|detalle?id=3145|"Estimado/a:

Por cuarto año consecutivo, Corfo implementa el programa de Becas de Inglés. Este beneficio consiste en un financiamiento parcial de un curso de inglés intensivo a realizarse durante el segundo semestre de este año. 

Corfo dispone de 4.000 cupos de becas para técnicos y profesionales de carreras priorizadas por la industria de servicios globales y trabajadores del sector turismo. Las inscripciones estarán abiertas entre el 19 de abril y el 20 de mayo al mediodía. Para mayor información sobre el programa visite el sitio www.corfo.cl/becasdeingles.

Para mayor información del programa, contactarse a becasdeingles@corfo.cl

Saludos cordiales,
Programa Becas de Inglés"|2011-05-02 17:13:02|Estimado/a:   Por cuarto año consecutivo, Corfo implementa el programa de Becas de Inglés. Este beneficio consiste en un financiamiento parcial de un curso de inglés intensivo a realizarse durante el segundo semestre de este año.    Corfo dispone de 4.000 cupos de becas para técnicos y profesionales de carreras priorizadas por la industria de servicios globales y trabajadores del sector turismo. Las inscripciones estarán abiertas entre el 19 de abril y el 20 de mayo al mediodía. Para mayor información sobre el programa visite el sitio www.corfo.cl/becasdeingles.   Para mayor información del programa, contactarse a becasdeingles@corfo.cl   Saludos cordiales,  Programa Becas de Inglés|No, no hay sesgo de género en el texto.|0.0||2011
774|FCFM Constituyente informa (Columna La Tercera/Qué Pasa)|detalle?id=50265|"Martes 11 de enero de 2022Estimada comunidad FCFM: Junto con saludarles, ponemos a su disposición la columna de opinión del decano de nuestra Facultad, Francisco Martínez, publicada ayer en La Tercera/Qué Pasa. 
¿Por qué la ciencia y la tecnología deben estar en la Constitución?
Chile vive un momento crucial al redactar una nueva carta magna que oriente el camino que debemos recorrer como sociedad. Pero ¿por qué la ciencia y la tecnología deben estar presentes en esta nueva constitución? En documentos internacionales se destaca el derecho a acceder a los beneficios del progreso científico, la libertad de investigación científica, la protección contra los efectos adversos de la ciencia e impulsar el progreso científico y tecnológico. Pero eso no es suficiente, la nueva constitución debe además concebir un rol protagónico de la ciencia y la tecnología en el desarrollo integral del país: económico, ambiental y social. Ver publicación AQUÍ. DecanatoFacultad de Ciencias Físicas y MatemáticasUniversidad de Chile"|2022-01-11 10:26:11|Martes 11 de enero de 2022Estimada comunidad FCFM: Junto con saludarles, ponemos a su disposición la columna de opinión del decano de nuestra Facultad, Francisco Martínez, publicada ayer en La Tercera/Qué Pasa.  ¿Por qué la ciencia y la tecnología deben estar en la Constitución?  Chile vive un momento crucial al redactar una nueva carta magna que oriente el camino que debemos recorrer como sociedad. Pero ¿por qué la ciencia y la tecnología deben estar presentes en esta nueva constitución? En documentos internacionales se destaca el derecho a acceder a los beneficios del progreso científico, la libertad de investigación científica, la protección contra los efectos adversos de la ciencia e impulsar el progreso científico y tecnológico. Pero eso no es suficiente, la nueva constitución debe además concebir un rol protagónico de la ciencia y la tecnología en el desarrollo integral del país: económico, ambiental y social. Ver publicación AQUÍ. DecanatoFacultad de Ciencias Físicas y MatemáticasUniversidad de Chile|No se detecta sesgo de género en el texto.|0.0||2022
4489|Respecto de los controles de Plan Común|detalle?id=12225|"Ante una solicitud del Centro de Estudiantes de Ingeniería, se ha resuelto:

1.     En relación a los controles de Plan Común programados para esta y la próxima semana, se informa que para aquellos estudiantes que no rindan el control, existirá la opción de un control recuperativo una vez terminado el paro estudiantil. Esto es sin perjuicio de la posibilidad de reemplazar la nota del control no rendido por la nota del examen de acuerdo a lo informado previamente. Los estudiantes deberán optar por una de las dos alternativas.
2.     Concluido el paro estudiantil, durante la semana en que se reinicien las clases no habrán controles de Plan Común.

Julio Salas
Subdirector
Escuela de Ingeniería y Ciencias 
_______________________________________"|2016-06-14 18:03:14|Ante una solicitud del Centro de Estudiantes de Ingeniería, se ha resuelto:   1.     En relación a los controles de Plan Común programados para esta y la próxima semana, se informa que para aquellos estudiantes que no rindan el control, existirá la opción de un control recuperativo una vez terminado el paro estudiantil. Esto es sin perjuicio de la posibilidad de reemplazar la nota del control no rendido por la nota del examen de acuerdo a lo informado previamente. Los estudiantes deberán optar por una de las dos alternativas.  2.     Concluido el paro estudiantil, durante la semana en que se reinicien las clases no habrán controles de Plan Común.   Julio Salas  Subdirector  Escuela de Ingeniería y Ciencias   _______________________________________|No se puede detectar sesgo de género en este texto.|0.0||2016
2831|Hoy desde 16:00 hrs: ingreso a campus sólo con TUI|detalle?id=25648|"Estimad@s beauchefian@s:
Junto con saludarles, les informamos que desde las 16:00 hrs. de hoy, el ingreso al campus será sólo con TUI.
Esta medida se debe a los preparativos y ensayo general que se realizará en el marco de la ceremonia de graduación que se llevará a cabo mañana sábado.
Les solicitamos cooperar con el buen mantenimiento del campus.

Agradecemos su comprensión y colaboración.
Atte.

-- 
Subdirección de Comunicaciones
Facultad de Cs. Físicas y Matemáticas
Universidad de Chile
www.fcfm.uchile.cl"|2019-04-12 11:10:12|Estimad@s beauchefian@s:  Junto con saludarles, les informamos que desde las 16:00 hrs. de hoy, el ingreso al campus será sólo con TUI.  Esta medida se debe a los preparativos y ensayo general que se realizará en el marco de la ceremonia de graduación que se llevará a cabo mañana sábado.  Les solicitamos cooperar con el buen mantenimiento del campus.   Agradecemos su comprensión y colaboración.  Atte.   --   Subdirección de Comunicaciones  Facultad de Cs. Físicas y Matemáticas  Universidad de Chile www.fcfm.uchile.cl|No se detecta sesgo de género en el texto.|0.0||2019
